_id,id,created_at,date,details,name,qty,sku,type,unit,user,action,_migrated_at,_migrated_from,item_id,item_name,quantity,balance_after,reference_id,order_id
"6a89a2c63fb8c43ecce7c224","log_1786030897937_wc1c","2026-08-06T15:41:37.941Z","2026-08-22T13:23:18.491Z","'-330 kg | Manual OUT entry recorded for J086","","0","","IN","pcs","Admin","Dhania Pata (Coriander) (Stock OUT (-))","""2026-08-22T13:49:26.963Z""","""public"".""stock_logs""","","","","","",""
"6a89a2c63fb8c43ecce7c225","log_1786032423767_mhzx","2026-08-06T16:07:03.770Z","2026-08-22T13:23:18.491Z","'-0.33 kg | Manual OUT entry recorded for J086","","0","","IN","pcs","Admin","Dhania Pata (Coriander) (Stock OUT (-))","""2026-08-22T13:49:26.963Z""","""public"".""stock_logs""","","","","","",""
"6a89a2c63fb8c43ecce7c226","log_1786032469170_v87n","2026-08-06T16:07:49.174Z","2026-08-22T13:23:18.491Z","'-19.5 kg | Manual OUT entry recorded for J076","","0","","IN","pcs","Admin","Onion (পেঁয়াজ) (Stock OUT (-))","""2026-08-22T13:49:26.963Z""","""public"".""stock_logs""","","","","","",""
"6a89a2c63fb8c43ecce7c227","log_1786033809644_k5fu","2026-08-06T16:30:09.648Z","2026-08-22T13:23:18.491Z","'+5 kg | Manual IN entry recorded for J076","","0","","IN","pcs","Admin","Onion (পেঁয়াজ) (Stock IN (+))","""2026-08-22T13:49:26.963Z""","""public"".""stock_logs""","","","","","",""
"6a89a2c63fb8c43ecce7c228","log_1786033864902_qtsf","2026-08-06T16:31:04.908Z","2026-08-22T13:23:18.491Z","'-330 kg | Deleted wrong OUT entry for SKU J086","","0","","IN","pcs","Admin","Dhania Pata (Coriander) (Delete wrong OUT)","""2026-08-22T13:49:26.963Z""","""public"".""stock_logs""","","","","","",""
"6a89a2c63fb8c43ecce7c229","log_1786036757122_2z5p","2026-08-06T17:19:17.125Z","2026-08-22T13:23:18.491Z","'-5 pcs | Manual OUT entry recorded for J061","","0","","IN","pcs","Admin","Campa Black 500ml (Stock OUT (-))","""2026-08-22T13:49:26.963Z""","""public"".""stock_logs""","","","","","",""
"6a89a2c63fb8c43ecce7c22a","log_1786036789226_ynll","2026-08-06T17:19:49.229Z","2026-08-22T13:23:18.491Z","'-12 pcs | Manual OUT entry recorded for J063","","0","","IN","pcs","Admin","Kinley Water 1L (Stock OUT (-))","""2026-08-22T13:49:26.963Z""","""public"".""stock_logs""","","","","","",""
"6a89a2c63fb8c43ecce7c22b","log_1786036830993_ubuf","2026-08-06T17:20:30.995Z","2026-08-22T13:23:18.491Z","'-2 pcs | Manual OUT entry recorded for J074","","0","","IN","pcs","Admin","Sprite 1L (Stock OUT (-))","""2026-08-22T13:49:26.963Z""","""public"".""stock_logs""","","","","","",""
"6a89a2c63fb8c43ecce7c22c","log_1786036837809_wgx1","2026-08-06T17:20:37.811Z","2026-08-22T13:23:18.491Z","'-2 pcs | Deleted wrong OUT entry for SKU J074","","0","","IN","pcs","Admin","Sprite 1L (Delete wrong OUT)","""2026-08-22T13:49:26.963Z""","""public"".""stock_logs""","","","","","",""
"6a89a2c63fb8c43ecce7c22d","log_1786036890634_4s81","2026-08-06T17:21:30.636Z","2026-08-22T13:23:18.491Z","'-4 pcs | Manual OUT entry recorded for J090","","0","","IN","pcs","Admin","Rs 10 Cone (Stock OUT (-))","""2026-08-22T13:49:26.963Z""","""public"".""stock_logs""","","","","","",""
"6a89a2c63fb8c43ecce7c22e","log_1786036953610_f09l","2026-08-06T17:22:33.611Z","2026-08-22T13:23:18.491Z","'-1 pcs | Manual OUT entry recorded for J095","","0","","IN","pcs","Admin","Rs 30 Cone (Stock OUT (-))","""2026-08-22T13:49:26.963Z""","""public"".""stock_logs""","","","","","",""
"6a89a2c63fb8c43ecce7c22f","log_1786037778897_ffxv","2026-08-06T17:36:18.900Z","2026-08-22T13:23:18.491Z","'-6 pcs | Manual OUT entry recorded for J093","","0","","IN","pcs","Admin","Rs 20 Stick (Stock OUT (-))","""2026-08-22T13:49:26.963Z""","""public"".""stock_logs""","","","","","",""
"6a89a2c63fb8c43ecce7c230","log_1786084917809_e5go","2026-08-07T06:41:57.814Z","2026-08-22T13:23:18.491Z","'-330 kg | Deleted wrong OUT entry for SKU J086","","0","","IN","pcs","Admin","Dhania Pata (Coriander) (Delete wrong OUT)","""2026-08-22T13:49:26.963Z""","""public"".""stock_logs""","","","","","",""
"6a89a2c63fb8c43ecce7c231","log_1786085203535_a42q","2026-08-07T06:46:43.548Z","2026-08-22T13:23:18.491Z","'-12 pcs | Deleted wrong OUT entry for SKU J063","","0","","IN","pcs","Admin","Kinley Water 1L (Delete wrong OUT)","""2026-08-22T13:49:26.963Z""","""public"".""stock_logs""","","","","","",""
"6a89a2c63fb8c43ecce7c232","log_1786085223321_6o12","2026-08-07T06:47:03.325Z","2026-08-22T13:23:18.491Z","'-12 pcs | Manual OUT entry recorded for J064","","0","","IN","pcs","Admin","Bisleri Water 1L (Stock OUT (-))","""2026-08-22T13:49:26.963Z""","""public"".""stock_logs""","","","","","",""
